"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"GTSE1__V__TF25.2","GTSE1","TF25.2",0.138806561072696,4.27938658069513e-05,0.0445599042063807,0.105614294568619
"SCARNA10__V__QI8347","SCARNA10","QI8347",0.138869168623685,5.13872443593527e-06,0.0166896084746378,0.111347987110588
"LOC728229__V__QI7029","LOC728229","QI7029",0.138970799579317,2.94162735074304e-05,0.0376147336166946,0.131171530994316
"PPP1R3D__V__TF16.2","PPP1R3D","TF16.2",0.139085427384686,5.7437348171931e-06,0.0177276651841409,0.166935738887026
"RABL4__V__QI7029","RABL4","QI7029",0.13915775407595,4.30466628125863e-06,0.0153147313155814,0.141333198701829
"ACADVL__V__QI9128","ACADVL","QI9128",0.139312111484864,1.82609251371878e-05,0.0300886594777072,0.15195141612332
"VENTXP1__V__QI11631","VENTXP1","QI11631",0.139429873611789,3.54759504431649e-05,0.0409578727122216,0.123956549800888
"C16orf47__V__TF17","C16orf47","TF17",0.139720451552329,1.76653609021856e-05,0.0295580566397035,0.200623719120648
"VNN1__V__QI14345","VNN1","QI14345",0.14013808611315,1.11024754029473e-05,0.0240331943332182,0.180046085693742
"RHOT1__V__QI14345","RHOT1","QI14345",0.140736060094089,3.65860221180576e-05,0.0415424405324555,0.17070314361247
"C15orf21__V__QI9128","C15orf21","QI9128",0.140945472199954,4.37918898981489e-05,0.0449385890592369,0.148305792546527
"LOC401431__V__QI9483","LOC401431","QI9483",0.141285646529458,1.41287495030649e-05,0.0268032123572798,0.128156176664622
"RPRM__V__TF4","RPRM","TF4",0.141303199287609,1.15605485674736e-05,0.0245066145840896,0.178341178404685
"WDR47__V__TF16.2","WDR47","TF16.2",0.141324149034362,5.62962706099673e-06,0.0175372030965103,0.165132165024307
"GIPC2__V__TF17","GIPC2","TF17",0.141434565655369,3.7462431327131e-05,0.0419224603720902,0.199447866270144
"CTSS__V__QI14345","CTSS","QI14345",0.141763095538407,1.13040043328757e-05,0.0242774865657874,0.181824266489928
"CTBS__V__QI14345","CTBS","QI14345",0.142228784151078,1.55066670497361e-05,0.0279959673555777,0.177786175217622
"ALKBH2__V__QI7029","ALKBH2","QI7029",0.142295476412098,2.6483612817078e-05,0.0357779382792749,0.131922663606468
"CSTA__V__QI14345","CSTA","QI14345",0.142391991109164,5.10497371859922e-05,0.0482386282839722,0.168924340092865
"DOK4__V__TF16.2","DOK4","TF16.2",0.142436573675923,1.30890803904922e-05,0.0258802079268744,0.160539130150442
"VTA1__V__TF16.2","VTA1","TF16.2",0.142539099550764,3.14780430299086e-06,0.0131920777095378,0.166317862291082
"NRBP2__V__TF16.2","NRBP2","TF16.2",0.142561339090424,3.88351456998873e-06,0.0146490945904793,0.167438674490201
"CAMK2D__V__QI9128","CAMK2D","QI9128",0.142674660032619,2.57403491197693e-07,0.00381015385168925,0.168809722364271
"SNORD7__V__QI9483","SNORD7","QI9483",0.142683927706149,5.28462898010988e-05,0.0488957475706362,0.121124865525625
"FLJ30092__V__QI9128","FLJ30092","QI9128",0.143046792424647,2.93850961270972e-06,0.0127741838694081,0.159779734163385
"REV3L__V__TF16.2","REV3L","TF16.2",0.143155065185208,5.16074808360252e-05,0.0484630291435395,0.159445640297743
"ATG12__V__QI5306","ATG12","QI5306",0.143214797369433,9.25617043777453e-06,0.0221720859987198,0.115621546545715
"LOC646677__V__TF25.2","LOC646677","TF25.2",0.143268817375368,2.70149186216126e-05,0.0361270194831673,0.106027901608741
"SNORA22__V__TF02","SNORA22","TF02",0.143291087315901,7.12235652296279e-06,0.0197419857685091,0.113286479481628
"IGFBP5__V__TF25.2","IGFBP5","TF25.2",0.143350684330511,2.57751836377065e-05,0.0353462893708229,0.105416629693991
"MKKS__V__QI9128","MKKS","QI9128",0.143568967105844,3.56227336761149e-05,0.0410445854750987,0.151610832772485
"LOC100129122__V__QI11631","LOC100129122","QI11631",0.143679776532016,2.93864951687403e-05,0.0375993147085468,0.124420086517405
"LOC441205__V__TF17","LOC441205","TF17",0.143791680354453,8.3354978280342e-06,0.0212288331427572,0.203992972521325
"OR51M1__V__TF17","OR51M1","TF17",0.143834248591153,1.31742377129438e-05,0.0259783891134971,0.203236827564444
"LOC654335__V__TF02","LOC654335","TF02",0.144151733054312,2.0237751190003e-05,0.0316859634887235,0.10732893151462
"NCOA6IP__V__TF16.2","NCOA6IP","TF16.2",0.144522338796015,6.11342041864057e-06,0.0183288541849435,0.16172518387358
"SPA17__V__QI11631","SPA17","QI11631",0.144701371007174,1.56100651955785e-05,0.0280831693624903,0.127586861422136
"ENTPD1__V__QI14345","ENTPD1","QI14345",0.144845747952562,3.73367981578822e-05,0.0418761213217491,0.17710728365785
"S1PR3__V__TF13.2","S1PR3","TF13.2",0.144861887549656,5.23587238563142e-05,0.0487266236478639,0.100598257565208
"LOC643695__V__TF16.2","LOC643695","TF16.2",0.144910104174503,1.55671326180035e-05,0.0280520148936314,0.166603502166696
"CCR4__V__TF16.2","CCR4","TF16.2",0.145259697872712,1.12185566352052e-05,0.0241801907367429,0.163908886021217
"ALDH7A1__V__QI11631","ALDH7A1","QI11631",0.145318741306717,2.97232430925297e-05,0.0377845495804268,0.12470591896632
"MAPBPIP__V__QI7029","MAPBPIP","QI7029",0.14547382334236,1.74364740526386e-06,0.010020047919223,0.147236875064092
"RAP1GDS1__V__TF16.2","RAP1GDS1","TF16.2",0.145502628306532,8.01753406018764e-06,0.0207945260487495,0.164963845069778
"KLHL20__V__TF16.2","KLHL20","TF16.2",0.145706818896593,1.04643514909805e-06,0.0077193899711408,0.169670949281729
"REP15__V__TF8","REP15","TF8",0.145745442125163,2.38587389675009e-05,0.0341425073406076,0.155901236696985
"VDAC1__V__QI7029","VDAC1","QI7029",0.145808224724957,4.16359684036298e-06,0.0150251076727558,0.143888770997766
"SOS2__V__TF16.2","SOS2","TF16.2",0.145929101077544,1.76175945722452e-05,0.0295233628669471,0.159797020135673
"NRSN2__V__QI5469","NRSN2","QI5469",0.1459409678996,2.45108656767511e-05,0.0345093143756026,0.11226449449236
"NRBP2__V__QI5469","NRBP2","QI5469",0.14630083414756,2.02661683925818e-05,0.0317031148113064,0.11339382603752
"COLEC12__V__QI5972","COLEC12","QI5972",0.1463709258791,3.28555170748745e-05,0.0394606487163073,0.172985890746079
"PELI2__V__QI14345","PELI2","QI14345",0.146769275961365,1.36082110168931e-05,0.0263934615835404,0.175408695692047
"SRRM1__V__QI7029","SRRM1","QI7029",0.146786395573557,5.75802269882063e-06,0.0177399937449618,0.142138267208513
"HNRPM__V__QI11631","HNRPM","QI11631",0.146950973805859,4.40933521048099e-05,0.0450981174796364,0.123722689094623
"ANKRD57__V__TF13.2","ANKRD57","TF13.2",0.147669362486398,2.5665894149379e-05,0.0352906425397043,0.105738244256173
"ZNF432__V__QI8347","ZNF432","QI8347",0.147669455632446,1.93091744213123e-05,0.0309480850237898,0.103292656304194
"RPRM__V__QI5972","RPRM","QI5972",0.147791097797545,2.54383546492956e-05,0.0351291329104912,0.180365528531418
"HECTD2__V__TF22.2","HECTD2","TF22.2",0.147792217375108,5.06472710314841e-05,0.0480858692446887,0.12411313358739
"RNF38__V__TF16.2","RNF38","TF16.2",0.147868474026762,6.78114247536742e-07,0.0061235587212561,0.169647260264489
"LOC100134816__V__QI11631","LOC100134816","QI11631",0.14822848227597,1.94486552953197e-05,0.0310641802924523,0.126205393306656
"LOC100128843__V__TF27.2","LOC100128843","TF27.2",0.148374845753672,5.50099403846357e-05,0.0498061695400369,0.152376992331372
"ATP8B3__V__QI9128","ATP8B3","QI9128",0.148596885357767,4.2801905246407e-05,0.0445599042063807,0.14794117719009
"ANAPC11__V__TF15.2","ANAPC11","TF15.2",0.148733977650525,9.29791283154409e-06,0.0221946990314538,0.103261780546157
"KIAA1715__V__QI9768","KIAA1715","QI9768",0.148738547567889,1.68269371334778e-05,0.0289885290292622,0.102293392350362
"POTED__V__TF10","POTED","TF10",0.149025504631058,1.47363259907178e-05,0.0273726885346744,0.1115327884167
"SLCO6A1__V__TF17","SLCO6A1","TF17",0.149826226181883,5.10376848701213e-05,0.048236290174738,0.198444269186931
"JAG1__V__QI5972","JAG1","QI5972",0.150010322299877,7.08845021266868e-06,0.0196949577564337,0.180552039076705
"CMTM1__V__TF16.2","CMTM1","TF16.2",0.150018994261188,2.06477270425558e-05,0.0319537532592486,0.157945344099141
"TMEM107__V__TF16.2","TMEM107","TF16.2",0.150673501484982,4.99946048629381e-05,0.0477865911358914,0.160340535170226
"C18orf1__V__TF16.2","C18orf1","TF16.2",0.150933915097403,9.02050191252302e-06,0.0219250457898688,0.166402589219939
"GPSM2__V__TF16.2","GPSM2","TF16.2",0.151267429953375,1.25302162926652e-05,0.0253979173560611,0.16471702146765
"OR10K2__V__TF17","OR10K2","TF17",0.151467723606713,7.63755687617014e-06,0.0203585303696707,0.20537428939771
"NDUFB10__V__AM83","NDUFB10","AM83",0.151794094679458,2.61407368463602e-05,0.0355258865813573,0.107431672396706
"PIK3R4__V__TF16.2","PIK3R4","TF16.2",0.151829524563961,3.09192962052652e-07,0.00418885885747024,0.174142690950491
"FKBP5__V__AM40","FKBP5","AM40",0.151991334983227,3.90891100078505e-05,0.0427002551333943,0.161821058380547
"SNORA21__V__QI14345","SNORA21","QI14345",0.152309389344505,4.22855203097567e-05,0.0442945899507138,0.172427388033834
"LOC100128440__V__TF16.2","LOC100128440","TF16.2",0.152422341301553,3.34039075482778e-06,0.013668281317077,0.164445257746157
"HOOK3__V__TF16.2","HOOK3","TF16.2",0.152448826803539,7.86788468195231e-06,0.0206609371744465,0.163372384983094
"CASP9__V__TF16.2","CASP9","TF16.2",0.152853300151507,2.53846605083425e-05,0.0350922044677267,0.160904680650637
"ZNF650__V__QI7576","ZNF650","QI7576",0.152869861828034,2.33609502165311e-05,0.033811734994235,0.121410924136805
"LOC286310__V__QI11631","LOC286310","QI11631",0.153106868637196,1.92701835591054e-05,0.0309161698591266,0.128367713761539
"SNORD74__V__TF11.2","SNORD74","TF11.2",0.153157530686503,4.54530647090296e-05,0.0457584199627343,0.198370311938097
"EPS15L1__V__QI14345","EPS15L1","QI14345",0.153212157489688,5.03173758388284e-05,0.0479353604188495,0.173572074728104
"S1PR3__V__TF14.2","S1PR3","TF14.2",0.153334485713075,5.19078684427144e-05,0.048548699139614,0.19533236817508
"LOC646434__V__QI14345","LOC646434","QI14345",0.153445838248426,1.88283418023577e-05,0.0305431606178051,0.180743711413012
"USP32__V__TF16.2","USP32","TF16.2",0.153507152925903,1.8581119890098e-06,0.0103390720588365,0.167743530903208
"PGGT1B__V__TF16.2","PGGT1B","TF16.2",0.153673626427051,2.3250305345822e-05,0.0337185921472087,0.160988935853274
"LYPLA1__V__QI14345","LYPLA1","QI14345",0.153775727283686,1.21977376639487e-05,0.0250877037087485,0.175666010987062
"PARL__V__QI7029","PARL","QI7029",0.15419531716456,1.40874409517944e-07,0.00283835996692549,0.160286166590671
"CALN1__V__QI9128","CALN1","QI9128",0.154237603757688,3.33513959524295e-05,0.0397538939963148,0.148480919320127
"JAG1__V__TF16.2","JAG1","TF16.2",0.154560622857663,2.45657144609157e-05,0.034538763759734,0.159904567758031
"FLJ20309__V__QI14345","FLJ20309","QI14345",0.154561818099615,4.25050419085426e-05,0.044371574951618,0.169820024473668
"SORBS1__V__TF16.2","SORBS1","TF16.2",0.154671993096366,4.38517586997131e-05,0.0449655515644467,0.157581148227056
"DKFZp451M2119__V__TF16.2","DKFZp451M2119","TF16.2",0.154887375026741,4.38261346915019e-05,0.0449542281731444,0.159388604809052
"LOC644157__V__TF8","LOC644157","TF8",0.155011455659778,3.84005400103268e-05,0.0423537634475298,0.153218867866412
"LOC642948__V__QI11631","LOC642948","QI11631",0.155028798552503,5.46599175718161e-05,0.0496497191312106,0.12360613886381
"LOC727805__V__QI9128","LOC727805","QI9128",0.155130605431882,1.36581363051627e-05,0.0264562163191632,0.154583856538143
"LPPR3__V__TF11.2","LPPR3","TF11.2",0.155242337816649,3.55888986866044e-05,0.0410395476816557,0.199769642417801
"CDC14B__V__TF16.2","CDC14B","TF16.2",0.155388058112831,6.61144923124455e-06,0.0190530241591786,0.163330257890964
"C6orf66__V__QI4564","C6orf66","QI4564",0.155673584784127,1.6208465773317e-06,0.0096708007721692,0.129308898144655
"PRKAG2__V__QI14345","PRKAG2","QI14345",0.15586443703005,1.24857274459926e-05,0.0253810187777044,0.179205171587075
"RNF144B__V__QI14345","RNF144B","QI14345",0.155943412163119,3.39812377974537e-06,0.0137735927062043,0.183515150165617
"ZNF629__V__TF25.2","ZNF629","TF25.2",0.156084157875829,1.58992854336008e-05,0.0283368784222375,0.109338140098536
"CYP27B1__V__TF17","CYP27B1","TF17",0.156800453075123,4.3620983245873e-07,0.00491636983478194,0.217959244807704
"TIA1__V__QI14345","TIA1","QI14345",0.156855178432669,3.15812577572587e-05,0.038729316085953,0.172584545176445
"ZMAT1__V__QI14345","ZMAT1","QI14345",0.157381159204603,2.73429645116095e-05,0.0363478216262501,0.175927177565206
"YKT6__V__TF16.2","YKT6","TF16.2",0.157515855631973,5.48247487183451e-05,0.049731942399374,0.159681425712046
"PGP__V__TF02","PGP","TF02",0.157661097019783,1.02033413199749e-05,0.0231434111517882,0.111158784375296
"PLEKHA4__V__QI5704","PLEKHA4","QI5704",0.157755609636939,4.07514982472705e-05,0.0435511319613148,0.123919425973125
"CRIM1__V__TF17","CRIM1","TF17",0.15793571263776,5.45798326308879e-06,0.0172858294019238,0.207455355147211
"XKR3__V__QI14345","XKR3","QI14345",0.158058230727953,4.92789904045453e-05,0.0474861773894811,0.16885844837405
"FNIP1__V__TF25.2","FNIP1","TF25.2",0.158416355898186,2.75954525318032e-06,0.0124197119356592,0.117885430860861
"CD200R1__V__QI9128","CD200R1","QI9128",0.158470151277539,2.38170257679068e-06,0.0116219903105611,0.160446047620209
"DMRTB1__V__QI7029","DMRTB1","QI7029",0.158844159278849,4.86340145614199e-05,0.047140666994248,0.128467759469187
"SERF1B__V__TF16.2","SERF1B","TF16.2",0.159240212549543,2.27687197795742e-07,0.00361582226674814,0.177750800569924
"LOC441666__V__QI9128","LOC441666","QI9128",0.159388955029664,2.84726875049494e-05,0.0370661689158986,0.153792059804263
"SLC30A4__V__QI9128","SLC30A4","QI9128",0.159579225179216,3.9071425160311e-06,0.0146943811798031,0.158071451854562
"TSTD2__V__TF16.2","TSTD2","TF16.2",0.159912783471075,1.57814519843462e-05,0.028218874174032,0.16778334011582
"IPO9__V__QI9768","IPO9","QI9768",0.160115654547732,1.58067029448185e-05,0.0282429066558923,0.10241406960361
"GAS2L1__V__TF16.2","GAS2L1","TF16.2",0.16023966990898,4.44509282158854e-05,0.0453022951141034,0.162234330788863
"LVRN__V__QI3890","LVRN","QI3890",0.160268588346732,4.70599711863144e-05,0.0464940768818785,0.153601396189155
"C12orf73__V__QI9128","C12orf73","QI9128",0.16046804640087,2.88937908228726e-05,0.0373462664441699,0.151913557764865
"IL1RAP__V__QI14345","IL1RAP","QI14345",0.160587921875528,3.77087135419521e-06,0.014504530811274,0.178451227270715
"C12orf44__V__QI7470.1","C12orf44","QI7470.1",0.160600589023303,2.43273606071901e-05,0.0344095164977625,0.100991491550514
"IRAK4__V__QI14345","IRAK4","QI14345",0.161050751860119,1.14642610948745e-05,0.024438672320326,0.177298255342409
"SGK3__V__QI11631","SGK3","QI11631",0.161198735394996,2.07575437813292e-05,0.0320405892368484,0.128635567943969
"NR2F6__V__QI14345","NR2F6","QI14345",0.161227154412326,4.8978616582413e-05,0.0472996167271911,0.175375896957072
"SNORD15B__V__QI5972","SNORD15B","QI5972",0.1612575421199,2.18366128233667e-05,0.0327843135103833,0.179462697276309
"LOC202134__V__QI5972","LOC202134","QI5972",0.161474852238647,1.42456128135971e-05,0.0269231533182245,0.18185003357007
"CTAGE4__V__QI9128","CTAGE4","QI9128",0.16166213319623,4.99409288050843e-05,0.0477682410327806,0.149513060011621
"CYP26B1__V__QI14345","CYP26B1","QI14345",0.16240023074532,3.68246814356132e-05,0.041649577215422,0.171192871671013
"HOXB6__V__QI9128","HOXB6","QI9128",0.162959347128728,9.55335979701165e-06,0.0224553129401763,0.155182944029863
"CNOT1__V__TF16.2","CNOT1","TF16.2",0.163368717830759,5.3576751940121e-05,0.0491861222391298,0.166355538511456
"CBX8__V__TF16.2","CBX8","TF16.2",0.165465365630429,1.88062154077653e-05,0.0305319363360539,0.165292758077476
"ERV3__V__QI14345","ERV3","QI14345",0.16553333820502,2.07227355181712e-06,0.0108395185615836,0.179283463448171
"NUP98__V__TF16.2","NUP98","TF16.2",0.165828650790514,3.27299207878504e-05,0.0393791181620378,0.163852498290306
"SHMT2__V__QI9768","SHMT2","QI9768",0.166330753626727,4.01759775150349e-06,0.0148311451104515,0.110197317129926
"ZBTB8OS__V__TF14.2","ZBTB8OS","TF14.2",0.166684080319118,4.67732828091622e-05,0.0463634847628015,0.194167773535333
"VIP__V__QI9128","VIP","QI9128",0.167001984873404,5.19476046827448e-05,0.0485590906866579,0.150088389231825
"C16orf65__V__QI11631","C16orf65","QI11631",0.16701482417419,7.57486918733483e-06,0.0202867526189151,0.132099889596154
"CDC42EP3__V__QI14345","CDC42EP3","QI14345",0.167071717300102,1.66452799955666e-05,0.028883509578432,0.177145076718707
"C12orf44__V__QI9768","C12orf44","QI9768",0.167210680657032,1.45669226030168e-05,0.0272267659869707,0.102984155564012
"LOC645529__V__QI9128","LOC645529","QI9128",0.16760719322327,3.50074759835476e-05,0.0406588544734378,0.150242939708132
"TAS2R10__V__TF16.2","TAS2R10","TF16.2",0.167987416363664,4.79792540643309e-06,0.0162398626133607,0.17159764309224
"MEF2A__V__QI14345","MEF2A","QI14345",0.168151615481275,2.40362066651723e-06,0.0116518902026902,0.180731727584707
"LOC643836__V__QI5972","LOC643836","QI5972",0.168288614495297,1.81893672486753e-05,0.030023562564087,0.181536361468466
"UGT3A2__V__QI3890","UGT3A2","QI3890",0.168341981260093,5.54312894179714e-05,0.0499324623995497,0.153244328748452
"LOC643814__V__QI4564","LOC643814","QI4564",0.168737907863829,2.09765434748999e-05,0.0322091604153232,0.116124342194476
"PCBD2__V__QI7029","PCBD2","QI7029",0.169095028869012,5.18973278729372e-05,0.048548699139614,0.13009921595824
"LOC653146__V__QI4564","LOC653146","QI4564",0.169503910218297,5.43369055475313e-05,0.0495168656437638,0.111790306272894
"TRIO__V__QI7029","TRIO","QI7029",0.16971667001207,2.97561592273716e-05,0.0377922107954919,0.132629040513027
"VANGL2__V__TF16.2","VANGL2","TF16.2",0.170014694011056,1.0464977488835e-05,0.0234452630168816,0.164469314897639
"LOC100132144__V__QI5972","LOC100132144","QI5972",0.170160254714302,4.51855919353952e-05,0.0456480285311219,0.17518327853081
"P2RXL1__V__QI11631","P2RXL1","QI11631",0.170270353253297,1.05899679986808e-06,0.00778820899998123,0.140261634077252
"STX16__V__QI14345","STX16","QI14345",0.170426449945515,2.25533244269368e-05,0.0333185773615469,0.177301138927208
"LOC646461__V__QI9128","LOC646461","QI9128",0.170738533937532,5.28531085597207e-05,0.0488957475706362,0.152692849250396
"PTPN13__V__TF16.2","PTPN13","TF16.2",0.171242552531919,3.71274711305211e-05,0.04180764435568,0.162022173387631
"LOC647131__V__QI5704","LOC647131","QI5704",0.171322233007559,2.43698362420514e-05,0.0344200378553421,0.125072616415446
"DNASE1L3__V__QI14345","DNASE1L3","QI14345",0.171412046824599,1.9971265785819e-05,0.0314856192261615,0.17233602836705
"PFKFB2__V__TF16.2","PFKFB2","TF16.2",0.171931200914139,1.40071456606278e-05,0.0267409685262185,0.163927415876973
"LOC642553__V__QI9128","LOC642553","QI9128",0.172191358543275,3.61952327343112e-05,0.0413251651282167,0.150330718030384
"VDAC1__V__QI5469","VDAC1","QI5469",0.17229565996534,4.30420595990286e-07,0.00489152217216059,0.135526429677423
"LOC400581__V__TF16.2","LOC400581","TF16.2",0.172394796888174,4.17208420112339e-05,0.0440285107800284,0.16134196585111
"LOC645179__V__QI5972","LOC645179","QI5972",0.172573706219065,5.42105180542559e-05,0.0494578108272169,0.178383932255365
"PTPN13__V__QI9128","PTPN13","QI9128",0.172611467225084,2.7334005714202e-05,0.0363399225722872,0.156153307512861
"MCCC1__V__QI5469","MCCC1","QI5469",0.172678165112658,1.98717007686086e-06,0.0106439403147424,0.126779567733809
"OR7C2__V__QI5972","OR7C2","QI5972",0.172791992585121,2.34573301279241e-05,0.0338542797503496,0.179585164239604
"SNORD51__V__TF16.2","SNORD51","TF16.2",0.172993666966779,5.31715505735986e-05,0.0490147787550651,0.164080527806004
"LOC100133101__V__QI5972","LOC100133101","QI5972",0.173060003562496,1.41058233933597e-05,0.0268028840669993,0.181574854873746
"KCNS1__V__QI5972","KCNS1","QI5972",0.173199659432064,2.55643330952636e-06,0.0120202137168925,0.18616215221397
"IFNGR1__V__AM40","IFNGR1","AM40",0.173482546531075,2.1019841531844e-05,0.0322141425953213,0.146859893288832
"NLRP7__V__QI7029","NLRP7","QI7029",0.17353302628658,3.52030098103278e-05,0.0407872433741887,0.130435400420249
"FPR3__V__TF16.2","FPR3","TF16.2",0.174124228537152,3.2911327518926e-06,0.0135450160877369,0.168985208932291
"SPA17__V__QI6846","SPA17","QI6846",0.174174934576814,9.9101292719072e-07,0.00748285660095084,0.100870921433267
"PSRC1__V__QI14345","PSRC1","QI14345",0.174813939127619,3.02108923728788e-05,0.038077045597365,0.175268991139883
"COL17A1__V__TF13.2","COL17A1","TF13.2",0.174878829336923,4.82582517250776e-05,0.0469715521561528,0.102169376949897
"USP17__V__TF16.2","USP17","TF16.2",0.174906988901083,4.88268740211257e-05,0.0472136353576497,0.163123027216733
"SNORD88C__V__TF16.2","SNORD88C","TF16.2",0.175220587965529,1.56920664778752e-05,0.0281509350810561,0.165753257564054
"ZNF862__V__TF16.2","ZNF862","TF16.2",0.175416590159306,4.15724650452271e-05,0.0439605024623633,0.161016377639359
"ING3__V__QI14345","ING3","QI14345",0.175507225796285,1.16157878639349e-05,0.0245682595130185,0.17578963000021
"GATM__V__TF16.2","GATM","TF16.2",0.175833890860681,1.29364630586313e-05,0.0257923954571234,0.168632857981953
"COLEC11__V__QI5972","COLEC11","QI5972",0.176853255019082,3.06976646682997e-05,0.0383172368205806,0.178565827204213
"SNORD85__V__QI9128","SNORD85","QI9128",0.17686388911532,4.98164079279473e-06,0.0165186885661363,0.160108111598142
"LOC729952__V__QI5972","LOC729952","QI5972",0.17704775922545,1.59493366492312e-05,0.0283706393036635,0.179396704932771
"CHN2__V__TF16.2","CHN2","TF16.2",0.177590479133613,3.2415442314905e-07,0.00425369275944404,0.177146786290671
"LOC728361__V__QI9128","LOC728361","QI9128",0.177891955222283,4.2285211324068e-05,0.0442945899507138,0.152614753639543
"LOC401957__V__TF16.2","LOC401957","TF16.2",0.178022677031711,4.19461588058658e-05,0.0441618339525499,0.164135773100412
"LOC646863__V__QI4564","LOC646863","QI4564",0.178161941092768,4.36903126779141e-05,0.0449108676814977,0.113062614301965
"PRRT1__V__QI9128","PRRT1","QI9128",0.17824462832609,6.84488587980767e-06,0.0193468210051348,0.159079936302244
"CHP2__V__QI9128","CHP2","QI9128",0.178318686308326,4.88841050300303e-05,0.0472462208139038,0.150649836435213
"LOC132706__V__QI8985","LOC132706","QI8985",0.17885424832148,5.04585320201073e-05,0.0479951527371278,0.190993411436231
"SYNJ2__V__QI14345","SYNJ2","QI14345",0.179105786120229,1.06180693794902e-05,0.0235692573263559,0.174940227626654
"MAPK10__V__TF16.2","MAPK10","TF16.2",0.18037203578041,2.14982203158429e-05,0.032537378871997,0.163967409810976
"USP10__V__QI7576","USP10","QI7576",0.180447067532951,5.36506488469325e-05,0.049204151691047,0.146350695401133
"ZNF432__V__QI6528","ZNF432","QI6528",0.18057882411828,2.99530186082532e-05,0.0379254012743628,0.127049042819476
"ZCCHC14__V__QI15604","ZCCHC14","QI15604",0.181012165090353,8.07580542431998e-06,0.0208740885503558,0.126169031698618
"SESN1__V__QI18460","SESN1","QI18460",0.181160413427471,2.92721085749606e-05,0.0375490552094668,0.166359672896525
"STARD6__V__QI9128","STARD6","QI9128",0.181408267682227,1.34561469744396e-05,0.0262319369179838,0.156976833794901
"PSTK__V__TF16.2","PSTK","TF16.2",0.181508051273713,1.1843956628649e-05,0.0247820365511056,0.168208004311373
"MRPL39__V__QI9128","MRPL39","QI9128",0.181882218256587,3.45551934182533e-05,0.0403944946464168,0.151552446181771
"IL13RA1__V__AM40","IL13RA1","AM40",0.181915284092518,1.90323773524484e-05,0.030724836591382,0.15247801633549
"RMRP__V__TF02","RMRP","TF02",0.182785822975462,1.57262805874653e-05,0.028157680997841,0.1089671994997
"LOC152195__V__QI14345","LOC152195","QI14345",0.183499117928974,2.3513826714618e-05,0.0338985974113277,0.17222806716497
"CLDN23__V__QI14345","CLDN23","QI14345",0.183732180133177,7.76561356855451e-06,0.0205544805357715,0.178646949746464
"KCNH1__V__TF16.2","KCNH1","TF16.2",0.184247964141917,6.55532903214855e-06,0.0189872654457624,0.168122626230235
"AP3M1__V__QI8226","AP3M1","QI8226",0.18446707945066,1.60844334377913e-05,0.0284814531753355,0.104965041630327
"LOC100128909__V__TF16.2","LOC100128909","TF16.2",0.184734502756884,2.27283690532249e-05,0.0333969628502736,0.162793643396243
"CNKSR1__V__QI14345","CNKSR1","QI14345",0.18474045440353,4.6200439046801e-05,0.0461155864105933,0.175780469547439
"KIAA0406__V__AM83","KIAA0406","AM83",0.185986017365063,3.44712304219275e-05,0.0403511628121604,0.110681944131285
"ANAPC2__V__QI9128","ANAPC2","QI9128",0.186165733546424,2.61559030813404e-05,0.0355424881001943,0.154821544139969
"HLXB9__V__TF16.2","HLXB9","TF16.2",0.18643072303538,2.0838147360124e-05,0.0320962035930481,0.162727626761616
"S1PR3__V__TF28.2","S1PR3","TF28.2",0.187563001855972,5.02574950246249e-06,0.0165591465125859,0.100848610546821
"SEC14L2__V__TF16.2","SEC14L2","TF16.2",0.187605941869331,3.30770331088949e-05,0.0395892964128437,0.16486900462765
"MATR3__V__QI9128","MATR3","QI9128",0.188874718935515,4.78263913453014e-06,0.0162154592396663,0.16125407745632
"LOC132706__V__QI4564","LOC132706","QI4564",0.189159484647007,5.54462593516145e-05,0.0499375214985427,0.112663650023986
"HOXD3__V__QI14345","HOXD3","QI14345",0.189359668132529,2.02562900617009e-05,0.0316957814297814,0.177054565129664
"RAP1GDS1__V__QI14345","RAP1GDS1","QI14345",0.189749483103971,5.53437752251753e-05,0.049905117847546,0.178295906729117
"TRMU__V__QI9768","TRMU","QI9768",0.190443583610146,1.26760663983366e-05,0.0255488242848893,0.103647191256329
"MMP8__V__TF13.2","MMP8","TF13.2",0.190696591596842,2.27565003522614e-05,0.0334033957278096,0.108240267218668
"ZNF398__V__TF16.2","ZNF398","TF16.2",0.190812922774028,4.40541622727874e-06,0.0155446260033087,0.169622407896787
"LOC729570__V__TF16.2","LOC729570","TF16.2",0.190934915037561,3.12873704171426e-05,0.0386384848445463,0.166906979289057
"SCARNA10__V__QI14345","SCARNA10","QI14345",0.191054763513372,1.97319029958768e-05,0.0313172805621469,0.181053242647085
"SCARNA7__V__QI4164","SCARNA7","QI4164",0.191156036373918,1.19655319494122e-05,0.0249034969746054,0.163332872937091
"RCN2__V__TF16.2","RCN2","TF16.2",0.192499910033664,8.0717934677136e-06,0.0208740885503558,0.166146319705154
"LOC645644__V__QI9483","LOC645644","QI9483",0.19256177435683,2.95209433521686e-05,0.0376832256450583,0.124265539693831
"PTCD3__V__QI9128","PTCD3","QI9128",0.193146830862443,1.09016580481259e-05,0.0238340476753263,0.15774463677562
"LOC441495__V__QI9128","LOC441495","QI9128",0.193217230999034,7.42265053327835e-06,0.0200709603394563,0.157676653976145
