"","Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"LRRC8D__V__TF17","LRRC8D","TF17",0.117267404391121,7.66514579983817e-06,0.0204015290281531,0.204133743744385
"CCNC__V__TF16.2","CCNC","TF16.2",0.117304958822002,6.7819276047136e-06,0.0192726707981039,0.160504859364795
"RINT1__V__QI11631","RINT1","QI11631",0.117369659113964,1.34529353690924e-05,0.0262316735505034,0.126456741377206
"ARL17B__V__QI14345","ARL17B","QI14345",0.117418264833743,1.64094190192821e-05,0.0287358959675609,0.174659897065543
"CLPTM1L__V__QI5469","CLPTM1L","QI5469",0.117501861416418,1.62174419810646e-05,0.0286021326068012,0.11456559405499
"HLA.DOA__V__QI7470.1","HLA.DOA","QI7470.1",0.117598930490319,2.43471547889724e-05,0.0344095164977625,0.100733624218092
"CCDC21__V__QI11631","CCDC21","QI11631",0.117615461941174,3.25429543646643e-06,0.0134439319253443,0.132944253332462
"C6orf72__V__TF16.2","C6orf72","TF16.2",0.117663570707393,2.9279745373896e-05,0.0375548523546802,0.161475228909455
"LOC100128975__V__QI9128","LOC100128975","QI9128",0.117667249315468,2.34505084967175e-05,0.0338542797503496,0.151764392793167
"RYK__V__TF16.2","RYK","TF16.2",0.11775469603401,3.9806888289104e-05,0.0430457110774868,0.156451442295353
"TNFSF8__V__TF16.2","TNFSF8","TF16.2",0.117853391880434,2.65500374793599e-05,0.0358274955630012,0.160790538321798
"SLC39A11__V__TF16.2","SLC39A11","TF16.2",0.11813464054816,3.68702928180651e-06,0.0143275436438718,0.163150485326703
"CDC42EP3__V__TF16.2","CDC42EP3","TF16.2",0.118346539449985,1.04225242228488e-05,0.0234154738395813,0.161269921829033
"NR2C2__V__TF16.2","NR2C2","TF16.2",0.118352528004139,8.76648413515638e-06,0.0216668997308039,0.156238202256366
"MRPS24__V__QI7029","MRPS24","QI7029",0.118361055719192,1.47533438351887e-05,0.0273843611920017,0.136159213872103
"MAFB__V__TF13.2","MAFB","TF13.2",0.118548246913892,3.12087126559244e-05,0.0385884839199584,0.105622394097595
"FYTTD1__V__QI5972","FYTTD1","QI5972",0.118576651860294,1.28389558490713e-05,0.025709943023441,0.177552487577767
"MRPL17__V__QI9128","MRPL17","QI9128",0.118579897810181,5.53383481016816e-05,0.049905117847546,0.154187813059808
"PLXDC2__V__QI14345","PLXDC2","QI14345",0.118706383553883,4.05170483691892e-05,0.0434179824966576,0.174077553318541
"EXOC1__V__QI9128","EXOC1","QI9128",0.118714100241722,4.19603964729427e-05,0.0441652439097335,0.143511470085955
"HERC3__V__TF16.2","HERC3","TF16.2",0.118768225506665,2.20795204917592e-05,0.0329711752445372,0.160607595899508
"TXNRD1__V__TF16.2","TXNRD1","TF16.2",0.118932743107111,2.31150369634714e-05,0.0336254925608402,0.163261011949553
"FAHD2B__V__QI7029","FAHD2B","QI7029",0.118959261333928,2.59828258446258e-05,0.0354386156847046,0.131505769267282
"RNPS1__V__QI5469","RNPS1","QI5469",0.119094398801387,5.26231614766108e-05,0.0488127611261325,0.108144877302669
"NSMAF__V__TF16.2","NSMAF","TF16.2",0.11910756884119,4.25526792988073e-05,0.0443910342547104,0.166819224735979
"FBXO5__V__QI8347","FBXO5","QI8347",0.119110354876517,6.11534283692073e-06,0.0183288541849435,0.110213103175233
"NACA__V__QI4564","NACA","QI4564",0.119124408877747,1.52562993467438e-05,0.0278165242783422,0.122925280595339
"USP34__V__TF16.2","USP34","TF16.2",0.119176742087619,1.18678327717955e-05,0.024810580212647,0.16317809669574
"PHCA__V__QI14345","PHCA","QI14345",0.119344144230632,9.47698296713719e-06,0.0223674400257692,0.179189673672572
"PSMB4__V__QI7029","PSMB4","QI7029",0.119371457897954,5.25520301619062e-05,0.0487851408383632,0.130660581942735
"LCMT2__V__QI11631","LCMT2","QI11631",0.119542547372978,1.21794417281529e-05,0.0250671930088366,0.1291229962645
"PLEKHA3__V__TF16.2","PLEKHA3","TF16.2",0.119576190066689,4.59726958663285e-05,0.0460200209250282,0.154973169952871
"AGPAT9__V__QI14345","AGPAT9","QI14345",0.119599975880634,1.97967731695112e-06,0.0106363273933914,0.182859734612492
"C5orf22__V__QI11631","C5orf22","QI11631",0.119624413690087,4.50576000778442e-05,0.0455926657363142,0.121281107753255
"C12orf44__V__QI7029","C12orf44","QI7029",0.119657662423954,2.77721297970415e-05,0.0366683675355081,0.132043831562032
"ZMAT1__V__QI9128","ZMAT1","QI9128",0.119726540237789,3.46749508282812e-06,0.0138967389439226,0.153299328387745
"HINT2__V__QI7029","HINT2","QI7029",0.119892346612843,1.54676665106576e-05,0.0279738170429096,0.135386040293461
"PHF16__V__QI11631","PHF16","QI11631",0.119943230450421,3.5919466929381e-05,0.041205335883071,0.125057400753862
"ZNF532__V__TF16.2","ZNF532","TF16.2",0.119948293432517,4.72958390079863e-05,0.0465978673918857,0.1556959249224
"CIRH1A__V__QI7029","CIRH1A","QI7029",0.120108975866604,4.17890621584709e-05,0.0440742666782309,0.1300469290757
"TGFBR2__V__QI3890","TGFBR2","QI3890",0.120301060866119,2.80601171622542e-05,0.0368438117716104,0.155468815575845
"SEC61A1__V__QI5469","SEC61A1","QI5469",0.120424808065613,5.08543994366533e-05,0.0481650937275656,0.109248717584239
"SLC39A6__V__TF16.2","SLC39A6","TF16.2",0.12053237271913,7.75298259669181e-06,0.0205512943346444,0.16024319957622
"NMNAT3__V__QI11631","NMNAT3","QI11631",0.120553088274832,2.12681493140659e-05,0.0323362767496803,0.12394763899617
"PSRC1__V__TF16.2","PSRC1","TF16.2",0.120563774818009,3.25631331847544e-05,0.0392574265886063,0.156367942213452
"NECAB2__V__TF16.2","NECAB2","TF16.2",0.120705227223282,5.32157037542788e-05,0.0490226181081623,0.158031734982823
"LOC653297__V__QI2946","LOC653297","QI2946",0.120774044128035,4.52389615445761e-05,0.0456841381073889,0.101111681782407
"LOC401431__V__TF8","LOC401431","TF8",0.120831106594432,2.97000759133162e-05,0.0377782363224803,0.155388865033836
"TMLHE__V__QI5972","TMLHE","QI5972",0.12104026307311,2.94560488500706e-05,0.0376336243707403,0.175452127822402
"LOC392501__V__TF16.2","LOC392501","TF16.2",0.121180307689698,1.57043081190332e-05,0.0281509350810561,0.161083619324213
"LOC728417__V__QI14345","LOC728417","QI14345",0.121237740150405,2.81554887859636e-05,0.0368913213715438,0.172014342344257
"LOC653297__V__TF17","LOC653297","TF17",0.121309384965092,1.40333246490525e-05,0.0267654045111863,0.200170458557725
"SLC14A1__V__TF16.2","SLC14A1","TF16.2",0.122224166504711,1.49449410875256e-06,0.00937671953399275,0.163986492002673
"COL29A1__V__TF6","COL29A1","TF6",0.122240728350392,5.16805663161661e-05,0.0484787536134767,0.126917716899131
"ATP8B3__V__TF25.2","ATP8B3","TF25.2",0.122649862014421,7.60774327599741e-06,0.0203306650714542,0.109420061669018
"VPS16__V__TF16.2","VPS16","TF16.2",0.1226830085424,2.43926523660801e-05,0.0344482244725579,0.159250428387468
"DHCR7__V__TF16.2","DHCR7","TF16.2",0.122687906275182,3.13031135855058e-05,0.0386384848445463,0.157426264390546
"NTHL1__V__QI7029","NTHL1","QI7029",0.122720547648392,2.4931201027091e-05,0.0347927387486488,0.13161124364387
"MFN2__V__QI14345","MFN2","QI14345",0.12273917628617,2.72087011974132e-05,0.0362814447199584,0.176503031689886
"C1orf50__V__QI7029","C1orf50","QI7029",0.122877992640676,5.50067331509918e-05,0.0498061695400369,0.129358626345076
"KLKB1__V__TF16.2","KLKB1","TF16.2",0.122901324421376,3.58581322636894e-05,0.0411756379725368,0.157069567764879
"MPZL1__V__TF16.2","MPZL1","TF16.2",0.122916234543026,5.2771820191977e-05,0.0488781963323689,0.152996160834728
"SH2D3A__V__QI5972","SH2D3A","QI5972",0.122974119225816,2.83642863288609e-05,0.037019198099735,0.174763258347443
"SART1__V__QI9128","SART1","QI9128",0.122997876330801,2.29026574424135e-05,0.0334713572470073,0.148949539433512
"BEND5__V__QI9128","BEND5","QI9128",0.123071521892861,1.61768114839827e-06,0.00966157611486283,0.163792705269928
"CCDC126__V__TF16.2","CCDC126","TF16.2",0.123239125912639,1.94649900836567e-06,0.0105651312240891,0.162233074329779
"TP53RK__V__QI9128","TP53RK","QI9128",0.123320047656735,1.06251877201865e-05,0.0235692573263559,0.156257489372084
"TLR6__V__QI14345","TLR6","QI14345",0.123456807013984,1.06856150275593e-05,0.0236102466325403,0.176484065596521
"RPN1__V__QI7029","RPN1","QI7029",0.123551196849447,5.23857029064219e-05,0.0487266236478639,0.131057047613512
"BRWD2__V__QI7576","BRWD2","QI7576",0.123598666381391,1.56065461290798e-05,0.0280810321151297,0.120993549822572
"ELF2__V__QI14345","ELF2","QI14345",0.12361535211823,3.47868944556367e-05,0.0405354637847678,0.169989043039435
"C1orf107__V__QI11631","C1orf107","QI11631",0.123692348433952,4.26400508721301e-05,0.044449515156232,0.125632124325445
"TECPR2__V__TF16.2","TECPR2","TF16.2",0.123721957432555,5.13777006805879e-05,0.0483490131197739,0.15680040161307
"CECR5__V__TF19.2","CECR5","TF19.2",0.123731992147922,3.28897948741856e-05,0.0394713508224788,0.109500940876126
"SPCS1__V__QI5469","SPCS1","QI5469",0.123815743266293,3.17754314491667e-06,0.0132633117153176,0.124310240701779
"SYNGR1__V__TF16.2","SYNGR1","TF16.2",0.123978326735354,5.21792059581982e-05,0.048635945566726,0.156880771238066
"C9orf6__V__TF16.2","C9orf6","TF16.2",0.124047468373895,1.61440220947436e-05,0.0285157117351693,0.159743843779394
"TJP3__V__TF16.2","TJP3","TF16.2",0.124071153936259,2.47014606411363e-05,0.0346245495752684,0.156094394459054
"IDH1__V__TF16.2","IDH1","TF16.2",0.124336784104781,7.1418328069519e-06,0.0197777675916487,0.159999518040275
"LOC729264__V__TF16.2","LOC729264","TF16.2",0.124347137242758,5.51605579095413e-05,0.0498349097057655,0.155796275585345
"DNHD1__V__TF16.2","DNHD1","TF16.2",0.124534756202634,5.53840833212173e-05,0.0499226766461322,0.15682481975368
"ATXN10__V__QI14345","ATXN10","QI14345",0.124550384116799,2.26415616650386e-05,0.0333474797338282,0.172581852490055
"P2RY11__V__QI7029","P2RY11","QI7029",0.124703211852075,1.53974140993065e-05,0.0279429229707707,0.134186750828239
"PROM1__V__QI11631","PROM1","QI11631",0.124725001180089,2.10761749093166e-05,0.032226919389227,0.123790028791903
"GPR109B__V__QI14345","GPR109B","QI14345",0.12475485459436,2.50853714881349e-05,0.0349188950855339,0.174457924124774
"FYTTD1__V__QI9128","FYTTD1","QI9128",0.124797930201846,2.37013212667132e-05,0.0340385445984119,0.153104533116046
"GOLPH4__V__TF16.2","GOLPH4","TF16.2",0.124890469007369,7.6303802359413e-06,0.0203494622337127,0.156937012846532
"DPM3__V__TF02","DPM3","TF02",0.124913979842146,2.5272178018735e-05,0.0350158413061111,0.10659271056453
"CENTG3__V__QI7029","CENTG3","QI7029",0.12494057726155,2.92393988804425e-05,0.0375270769018299,0.130974643526805
"RNF17__V__TF17","RNF17","TF17",0.125030218991762,2.60045652438204e-05,0.035452816059119,0.196103598436809
"RAB4A__V__TF16.2","RAB4A","TF16.2",0.125176725952277,1.2327086135971e-05,0.0252288247542181,0.158790018607556
"LTC4S__V__QI5469","LTC4S","QI5469",0.125286153665394,4.53168925771182e-05,0.0457020414015879,0.109471021867464
"SYCP2__V__TF16.2","SYCP2","TF16.2",0.125378298289004,1.87481943128008e-05,0.0304870441403066,0.156030043717922
"TCEAL8__V__TF02","TCEAL8","TF02",0.125550422358287,1.49971741439077e-06,0.00937671953399275,0.122152557056498
"POLR3K__V__QI9128","POLR3K","QI9128",0.126001735851485,2.36921511466766e-05,0.0340385445984119,0.151840936328908
"PLEKHF2__V__TF16.2","PLEKHF2","TF16.2",0.126264754146763,3.36218757760634e-05,0.039887941785135,0.15796108777759
"RCHY1__V__TF16.2","RCHY1","TF16.2",0.126387943880191,7.27765437791732e-06,0.0199511131612672,0.16180527074124
"RRAGD__V__QI14345","RRAGD","QI14345",0.126437249659617,1.79496961134079e-05,0.0298105960670811,0.181871200787015
"COMMD1__V__QI5469","COMMD1","QI5469",0.12683589653077,4.13038099956636e-05,0.0438303136967972,0.110957871952283
"RAP1A__V__TF16.2","RAP1A","TF16.2",0.126964023918611,4.77031176734696e-05,0.0467663103827702,0.158411486844628
"NOV__V__QI14345","NOV","QI14345",0.127150165453213,3.99076124551566e-06,0.0147910259191681,0.175325239142338
"SLC3A2__V__TF16.2","SLC3A2","TF16.2",0.127289860413532,7.67965824332628e-06,0.0204221066018779,0.160043235647786
"SRRM1__V__QI4564","SRRM1","QI4564",0.127383105050542,2.21059351188085e-05,0.0329860859090788,0.117497151129635
"ABCC4__V__TF16.2","ABCC4","TF16.2",0.127408229058515,1.15726417084037e-06,0.00817609955010876,0.165497700742142
"EGLN1__V__QI14345","EGLN1","QI14345",0.127687694807669,2.11492439898965e-05,0.0322782210831067,0.173228932970672
"PID1__V__TF13.2","PID1","TF13.2",0.12778481919904,4.58025521299104e-05,0.0459630842128043,0.1047859376464
"PROSC__V__TF7","PROSC","TF7",0.128035501763999,2.01739323671468e-06,0.0107105780863997,0.128677167661814
"NSDHL__V__QI7029","NSDHL","QI7029",0.128040126182196,4.30618530879998e-05,0.0446688874792942,0.129434555187227
"ECHDC3__V__QI14345","ECHDC3","QI14345",0.128100086244057,5.22254265901826e-05,0.0486627022589982,0.165382722025397
"STARD7__V__QI7029","STARD7","QI7029",0.12817627705932,1.32311437300964e-05,0.0260394528764104,0.13738884237666
"FAM105A__V__TF16.2","FAM105A","TF16.2",0.128219546779199,3.91618569690158e-06,0.0147017937364404,0.164755217460295
"CECR5__V__TF16.2","CECR5","TF16.2",0.128553743570873,4.43067150568079e-05,0.0452025857857295,0.156401327627599
"NDUFB8__V__QI7029","NDUFB8","QI7029",0.128818208620732,7.45353947060269e-06,0.0201183572565975,0.141287204932502
"GLUL__V__QI14345","GLUL","QI14345",0.128923909318459,2.87679060862726e-05,0.0372753962205874,0.167419095560156
"ZNF320__V__QI11631","ZNF320","QI11631",0.129029713846006,2.1006468928557e-05,0.0322117010130767,0.125606856935558
"KIT__V__TF16.2","KIT","TF16.2",0.129427002039205,3.56171500374758e-05,0.0410445854750987,0.155106217100735
"SEC61A1__V__TF15.2","SEC61A1","TF15.2",0.129443498234827,1.09949220137107e-06,0.00797886124137954,0.116799248352341
"RPUSD3__V__QI7029","RPUSD3","QI7029",0.12948327198813,1.65132767995615e-05,0.0288197642621957,0.134608407389223
"MRPS10__V__QI9483","MRPS10","QI9483",0.129521377490906,5.21166958529215e-05,0.0486315375391632,0.122536633351969
"FNDC3B__V__QI14345","FNDC3B","QI14345",0.129618193837077,4.86102406349878e-05,0.0471252067811387,0.176286216299668
"SNX30__V__TF16.2","SNX30","TF16.2",0.129649071557325,1.96393440059975e-05,0.0312307800072037,0.162790796396858
"ETV2__V__TF16.2","ETV2","TF16.2",0.129848299711298,3.13380904423478e-05,0.0386452838472289,0.157031168031663
"IRAK1__V__QI5469","IRAK1","QI5469",0.129861546516605,2.483667792499e-05,0.0347436382391273,0.113057153666307
"MMP11__V__QI5972","MMP11","QI5972",0.130168768448498,3.69388618397788e-05,0.0417194695293802,0.176154016828443
"ZNF33A__V__TF14.2","ZNF33A","TF14.2",0.130320551790543,2.96064187023115e-05,0.0377367904960852,0.200745836752229
"NUP153__V__TF16.2","NUP153","TF16.2",0.13054485763292,3.08123309231349e-07,0.00418885885747024,0.174187277124908
"AMDHD1__V__TF16.2","AMDHD1","TF16.2",0.130789919245836,1.61702667452188e-05,0.0285411439232824,0.161609008191611
"SNORD83B__V__QI11631","SNORD83B","QI11631",0.130919727194855,2.3561487095875e-06,0.0115649551016701,0.134616698947856
"SNORA61__V__QI7576","SNORA61","QI7576",0.130962785632542,5.32727103689473e-06,0.0170188328317906,0.124832921514417
"GRASP__V__TF16.2","GRASP","TF16.2",0.130974651300358,1.96411064739551e-05,0.0312307800072037,0.155318079750783
"LOC642299__V__QI14345","LOC642299","QI14345",0.131043313048451,3.32292529974893e-05,0.0396800629022521,0.172925960447013
"ZNF784__V__QI7029","ZNF784","QI7029",0.13106137186624,4.51210753497985e-05,0.0456201470193405,0.128817992816127
"CBWD3__V__TF16.2","CBWD3","TF16.2",0.131478794089926,2.5628904922139e-05,0.0352682379505431,0.159829432469763
"MAN1B1__V__QI7029","MAN1B1","QI7029",0.131496008945697,3.16206338782963e-06,0.0132216044603923,0.143130041600847
"ERLIN1__V__TF16.2","ERLIN1","TF16.2",0.131536546303948,2.28855910751916e-05,0.0334614285351494,0.159818829289159
"POLR2D__V__QI7029","POLR2D","QI7029",0.131691806290459,2.99492075698617e-05,0.0379254012743628,0.132037632737291
"CD1C__V__TF02","CD1C","TF02",0.131842098795095,9.33045083649282e-06,0.0222218724775241,0.111757751174096
"ISL2__V__TF16.2","ISL2","TF16.2",0.131945615915951,3.06918092300922e-05,0.0383172368205806,0.154761998897299
"DUSP28__V__QI7029","DUSP28","QI7029",0.132077801206097,2.71246775402391e-05,0.0362375945463687,0.132356708161414
"SLC38A11__V__QI9128","SLC38A11","QI9128",0.13211858015828,1.30370422897536e-05,0.0258687757909034,0.155073314354527
"TBC1D23__V__QI14345","TBC1D23","QI14345",0.132159890494777,7.28850701158983e-06,0.0199511131612672,0.174624544847985
"KIAA1429__V__TF16.2","KIAA1429","TF16.2",0.132215593590873,3.51305724632683e-05,0.0407429004096126,0.160495817911789
"TASP1__V__TF16.2","TASP1","TF16.2",0.132268149858242,2.18723992680515e-05,0.0328164663188273,0.159300441491229
"TBX21__V__QI9128","TBX21","QI9128",0.132426640266806,1.01397719564943e-05,0.0230768091775268,0.153188311103155
"PPP1R8__V__TF16.2","PPP1R8","TF16.2",0.132513487609259,2.82603857932143e-05,0.0369636886313514,0.160032599240012
"EIF2C4__V__TF16.2","EIF2C4","TF16.2",0.133058954785881,5.00639536999431e-06,0.0165451841379947,0.167003672753346
"LOC100129977__V__QI9128","LOC100129977","QI9128",0.133424384875517,3.37438165041568e-05,0.039938234660109,0.146758141863376
"CHD6__V__TF16.2","CHD6","TF16.2",0.133642585690192,4.70932761846637e-05,0.0465016806314346,0.162433067724661
"CXorf65__V__TF16.2","CXorf65","TF16.2",0.133733777368747,6.29553300936737e-06,0.0185683358804478,0.16624444179444
"UPB1__V__TF16.2","UPB1","TF16.2",0.133824251691394,2.87227119838041e-06,0.0126463791289895,0.164916580044838
"VPS41__V__QI14345","VPS41","QI14345",0.133900900587258,1.28150002124447e-05,0.0256905416507225,0.170993579650327
"ABCF2__V__TF16.2","ABCF2","TF16.2",0.133913742269679,4.6232404566847e-06,0.0159032976466365,0.165673232007758
"UBE2H__V__TF16.2","UBE2H","TF16.2",0.133956313771352,6.09006449316266e-06,0.0183133499325164,0.162818981237871
"ARHGAP24__V__QI5972","ARHGAP24","QI5972",0.1340022143067,6.4124524912284e-06,0.0186993199566458,0.181372830801896
"C9orf72__V__QI14345","C9orf72","QI14345",0.134058202659237,2.21887683075016e-05,0.0330536289583548,0.170654332054935
"URB1__V__QI8347","URB1","QI8347",0.134094671227809,1.39572807827942e-05,0.0266965417171297,0.105093217673332
"COMMD1__V__QI7029","COMMD1","QI7029",0.1340949409039,2.66865043839766e-06,0.012270851025858,0.144961963865774
"CDKN2D__V__TF16.2","CDKN2D","TF16.2",0.134400209658947,3.13760228051756e-05,0.0386588671993448,0.161233040370112
"PLXNC1__V__QI14345","PLXNC1","QI14345",0.13447306990667,3.46125420698802e-06,0.0138874014623946,0.178169353305457
"TLR2__V__QI14345","TLR2","QI14345",0.134525830525467,2.96451623603127e-05,0.0377622002871231,0.172718989462915
"KLHDC8B__V__QI14345","KLHDC8B","QI14345",0.134660963436821,2.0670752312017e-05,0.0319650709374139,0.173438013551209
"LOC729759__V__QI7375","LOC729759","QI7375",0.134847448587528,1.73558365553486e-05,0.0293274149544555,0.197839806003877
"GPR27__V__TF16.2","GPR27","TF16.2",0.135022598761533,4.81406098452374e-05,0.0469039521799053,0.160810995507794
"GOLSYN__V__QI11631","GOLSYN","QI11631",0.135100603852564,4.03484848375154e-05,0.0433511865469878,0.123682159766634
"SEL1L__V__TF16.2","SEL1L","TF16.2",0.135143403104623,4.490940165718e-05,0.0455307252323038,0.15949917658344
"TBCEL__V__TF16.2","TBCEL","TF16.2",0.13551168294723,1.28002737977089e-05,0.0256652903917168,0.158200356012005
"CDKN2B__V__TF16.2","CDKN2B","TF16.2",0.135576038477079,4.68768402384633e-05,0.0464159629891946,0.157273932746312
"FLJ43763__V__TF13","FLJ43763","TF13",0.136165144610323,4.21746756724612e-05,0.0442477361892204,0.100248885190592
"CCDC71__V__QI14345","CCDC71","QI14345",0.136183661978707,1.20855872479222e-05,0.0249668383438563,0.178509000147343
"HNRNPK__V__TF16.2","HNRNPK","TF16.2",0.1367851426616,2.77156600456693e-05,0.036633047463927,0.155961593986125
"LOC729366__V__TF16.2","LOC729366","TF16.2",0.136945507680646,3.27365755702916e-05,0.0393791181620378,0.159017742761819
"LIN7B__V__TF16.2","LIN7B","TF16.2",0.13717826722032,4.79735216653816e-05,0.0468396543773377,0.156477926121384
